Link,Sector,Prime Award Type,Prime Funding Agency,Prime Funding Office,Prime Parent Funding Office,Prime Contracting Agency,Prime Parent Contracting Agency,Prime Contracting Agency,Prime Parent Contracting Office,Prime Contracting Office,Prime Contracting Office Address 1,Prime Contracting Office Address 2,Prime Contracting Office City,Prime Contracting Office State,Prime Contracting Office Zip,Prime Contracting Office Phone,Prime Contracting Office Fax,Prime Contracting Office URL,Prime Contracting Office Organization Score,Solicitation ID,Contract ID,Task Order ID,Award Number,Prime Award Date,Prime Response Date,Prime Start Date,Prime End Date,Prime Awarded Value,Prime Awardee Name,Industry,Sub Industry,Prime Place Of Performance Address 1,Prime Place Of Performance Address 2,Prime Place Of Performance City,Prime Place Of Performance State,Prime Place Of Performance Zip,Prime Place Of Performance Country,NAICS,PSC,NIGP,Prime Set Aside,Contract Vehicle,Prime Pricing Type,Extent Competed,Prime Contacts,Prime Awardee Parent Name,Prime Awardee Name,Prime Awardee Address 1,Prime Awardee Address 2,Prime Awardee City,Prime Awardee State,Prime Awardee Zip,Prime Awardee Phone,Prime Awardee Fax,Prime Awardee URL,Prime Award Description,Subcontractor,Subcontractor Parent,Subcontract Awarded Date,Subcontract Amount,Subcontract ID,Subcontract Description,Subcontract Awardee Contacts
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,"SPACE SYSTEMS/LORAL, INC.",Loral Space and Communications Inc.,02/27/2015,295000.0,SFP1134008-000,"1.2 Background&#xD;The Space and Missile Systems Center (SMC), a subordinate unit of Air Force Space Command, develops, acquires, fields and sustains military space systems. SMCs mission is to deliver resilient and affordable space capabilities. As part of this mission, SMC develops, acquires and sustains space-enabled global communications capabilities for the US. SMC DFARR BAA is developing demonstration elements of a MILSATCOM protected tactical system to position the U.S. Government in respect to affordability, performance and timeliness for the acquisition of next generation protected communications in the FY20 or later timeframe. Protected, tactical MILSATCOM must be able to provide anti-jam and low probability of interception/detection/exploitation (LPI/LPD/LPE) communications in both contested and benign operational environments.&#xD;In support of the DFARR BAA, this Protected Tactical COMSATCOM OTA Demonstration matures the integrated Research and Development technologies into a COMSATCOM emulation environment configured for a beyond line of sight, over-the-air (OTA) R&amp;D demonstration.&#xD;Space Systems/Loral, LLC (SSL) expertise will be leveraged to integrate available technology and advance legacy MILSATCOM system performance through technology insertion and rapid prototyping of the SMC modified legacy system.&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,AMMTIAC TAT 85,FARALLON RESEARCH LLC,FARALLON RESEARCH LLC,11/14/2014,250648.0,SUB1234012-001,"1.1	Background The Remote Sensing Center (RSC) at the Naval Postgraduate School is a consortium of local schools and community research entities dedicated to strengthening Remote Sensing research and education.   Knowledge of RSC technical and mission requirements are key criteria for being able to perform analysis and trade studies for this effort. 1.2	Objective The objective is to perform analysis and trade studies on advanced materials, manufacturing processes and testing to enhance legacy and emerging communication systems and materials of interest to RSC needs. The trade studies shall be used to identify the most balanced future technical solutions among a set of viable solutions. It is a key tool in developing designs that meet requirements in the most cost-efficient manner possible. The studies shall consider tradeoffs among factors such as performance enhancements, manufacturability, and/or life cycle cost impacts.  ",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,AMMTIAC TAT 85,SIERRA NEVADA CORPORATION,Sierra Nevada Corporation,11/24/2014,1675000.0,SUB1132288-001,1.	Background  T,
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,"SCION UAS, LLC","SCION UAS, LLC",04/07/2015,116000.0,SUB1235208-001,"Scope&#xD;US warfighting superiority is improved, in part, by virtue of improved defense systems.  In particular, this effort will focus on a technology upgrade to the existing piston engine for the SA-200 (medium-sized) VTOL UAS.  The original design of the vehicle has a 2 cyl / 2 stroke engine which has proven to be only marginally suitable for the desired flight duration and payload.  This effort will involve a conversion to a turbine heavy fuel engine, creating a viable platform for Naval missions; and rapid prototyping of the modified systems. An upgrade of the power plant from the piston engine to a suitable turbine engine will allow the use of Heavy Fuel, which is preferred for Navy operations as well as all other maritime uses. Integration of the Turbine engine advances SA-200 performance and also offers a number of other benefits including lower weight and less heat inside the aircraft.  . The vehicle is currently estimated to be at TRL (Technology readiness Level) -4.   At the completion of this project, the goal is to reach TRL-7.&#xD;&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,LOCKHEED MARTIN CORPORATION,Lockheed Martin Corporation,06/19/2015,649903.75,SUB1135214-002,"1.1	Background&#xD;The Air Force Life Cycle Management Center (AFLCMC) Rapid Capabilities Office (RCO) performs selected study, development and fielding activities tasked directly by the Under Secretary of Defense for Acquisition, Technology and Logistics, the Secretary of the Air Force, and the Chief of Staff of the Air Force. &#xD;This effort directly supports efforts in the USCENTCOM AOR by allowing for integration of communications for newer and legacy platforms operating in the CENTCOM AOR at the appropriate classification level. &#xD;1.2	Objective&#xD;The goal of this effort is to deliver new capabilities to legacy communication systems and new technology capabilities by providing system engineering and testing capabilities of cross domain solutions to the Air Force Ground Station Infrastructure .  The contractor shall develop, integrate, configure, install, deliver, and test solutions enabling these capabilities.&#xD;&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,BAE SYSTEMS UNMANNED AIRCRAFT PROGRAMS INC.,BAE Systems plc,06/29/2015,443963.91,SUB1237501-001,"This objective of this effort is to develop a procedure to recover unmanned air vehicles (UAVs) onto air vehicles.  The recovery mechanism will be unpowered and towed behind a manned platform but may contain an autopilot and actuators to maintain stable flight.  The methodology will optimize a robust moving Real-Time Kinematic (RTK) solution based on differential GPS (dGPS) that has previously been employed for ground-based recoveries.   Initially recovery of a small 15lbs UAV on to a moving ground vehicle will be used to demonstrate the capture and attachment mechanism before demonstrating recovery in flight.  All aspects of the work will be recorded on video. &#xD;Completion of the full airborne testing is conditional on obtaining necessary safety approvals from FAA and/or DOD range safety. Therefore, tasks 7-10 will be considered objectives, but not requirements to successful completion of this effort.&#xD;&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,"OSTERHOUT GROUP, INC.","OSTERHOUT GROUP, INC.",06/01/2015,168949.7,SFP1235205-000,"Program Background&#xD;The Air Force Research Laboratorys Information Directorate (AFRL/RI) core competencies are used to improve US warfighting superiority via enhancements to voice and data communication systems, as well as improved intelligence gathering/processing techniques and systems used on the battlefield.  For commanders to be effective, decisions must be made using a process that leverages command, control, intelligence, surveillance and reconnaissance (C2ISR) technologies to provide relevant and accurate information.&#xD;Advanced Materials, Manufacturing and Testing Information Analysis Center (AMMTIAC) engineers provide technical expertise by performing advanced research and development (R&amp;D) studies and analyses in the areas of materials, manufacturing and testing technologies.  AMMTIAC Subject Matter Experts (SMEs) shall focus on incorporating advanced materials into legacy, new and emerging communication technologies and on advanced manufacturing techniques and methods to enhance emerging DoD systems, subsystems and components.  &#xD;AMMTIACs advanced material, manufacturing and testing (AMMT) expertise can be leveraged to integrate and advance legacy system performance through AMMT technology insertion and rapid prototyping of the AMMT modified legacy systems.&#xD;Todays security threats to communication demand new approaches in managing and securing information and ensuring freedom of action in communication on and off the battlefield.  Lack of real-time communications and intelligence within squads and platoons impairs situational awareness, mobility and a commanders ability to command and move troops forward. To stay up-to-date with real-time intelligence  intelligence once only available from Tactical Operations Centers (TOCs) and Combat Operations Centers (COCs)  disconnected warfighters need robust, reliable, and efficient access to cloud services at the edge of the network and battlespace.&#xD;Micro Cloud Servers (MCSs) will provide mobile data processing capability currently unavailable to adversarial forces, thereby ensuring dominance in the cyber fight. The MCS can integrate with Marine Corps intelligence and operations databases so service personnel can quickly and easily access and share critical intelligence  interpolating systems and eliminating stovepipes while on the move. Geospatial Terrain Data, Combat Data, Operational Reporting, Full Motion Video (FMV), Targeting Data, Red &amp; Blue Force Tracking Data, Open Source Intelligence (OSINT), ISR Data systems can all benefit from the MCS real-time data processing, cloud storage, and secure hardware. &#xD;A technology currently unavailable to mobile warfighters, the MCS will allow users to collect, process, and store classified data at the edge.  Secure, compact, ruggedized, and easy to reconfigure and relocate, the MCS can be used in command centers, vehicles, or carried by Marines in remote areas where backhaul communications are unavailable. &#xD;The MCS can serve many mobile devices simultaneously. This will allow commanders and squad members connected to the network to communicate and share information, making mission critical data virtually available to authorized users anywhere in the world at any time. &#xD;3	Scope&#xD;The subcontractor shall deliver a series of reports on engineering and security studies, services, and analysis for an MCS capability. &#xD;&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,"MCDONALD III, RAY D","MCDONALD III, RAY D",06/12/2015,378570.5,CON1237506-000,"2	Program Background&#xD;AMMTIAC engineers provide technical expertise by performing advanced research and development (R&amp;D) studies and analyses in the areas of advanced materials, manufacturing and testing (AMMT) technologies.  Specific to this effort is the advancement of AMMT to support AFRL/RIT mission parameters for persistent communications.  The AFRL/RIT focus is on emerging system and component technologies to enhance the utility and survivability of connected and networked Air Force Systems, such as the sensors connected to an MQ-1 Predator or MQ-9 Reaper feeding data to a Defense Common Ground System (DCGS) station.  This focus includes the engineering activities intended to prevent or deny exploitation of essential or critical technologies and components of these systems.  The Naval Postgraduate School (NPS) Remote Sensing Center (RSC) has partnered with AFRL/RIT to respond to specialized program, operational, technical, and security needs within the Special Compartment Information (SCI), Special Access Program (SAP), and Alternative and Compensatory Control Measures (ACCM) environments.  NPS RSCNCR requires all security aspects to be seamlessly integrated with program and project management efforts executed within the organization.  &#xD;3	Scope&#xD;This effort is to provide expertise to the NPS RSC and AFRL/RIT programs utilizing AMMT tactics and techniques to navigate the eight (8) primary life cycle functions: System Enhancement, Manufacturing/Production/Construction, Training, Verification, Deployment, Operation, Support, and Disposal.&#xD;&#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,SIGMA SPACE CORPORATION,SIGMA SPACE CORPORATION,03/02/2015,194204.92,SUB1231625-001,"Perform Trade Studies, Analyses, Technical Evaluations and Assessments to develop processes for generating new bathymetric data products from photon-counting or single photon LiDAR (light detection and ranging) systems, such as the High-Resolution Quantum LiDAR System (HRQLS). &#xD;",
https://analytics.govini.com/details/procurement/7546510415437133069/177079036/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Defense Technical Information Center,DoD Field Activities,US Department of the Air Force,,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,1400 Defense Pentagon ,,Washington,DC,20301,,,http://www.af.mil/,92,FA460005R0010,FA460006D0003,85,,09/29/2014,,09/29/2014,12/29/2016,3934107.0,,Governance & Education,Space Research and Technology,10 W 35TH ST,,Rome,NY,13441,United States,"(541710) RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES",(AZ12) R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,"KINSEY TECHNICAL SERVICES, INC.","KINSEY TECHNICAL SERVICES, INC.",03/10/2015,57015.0,SUB1135200-001,"Scope: The Intelligence, Surveillance, and Reconnaissance (ISR) Architecture effort shall provide analytical support for the sustainment and coordination of the CSI Architecture related to advanced materials, manufacturing processes and testing (AMMT) for emerging Remote Sensing, LIDAR, WB-57, and other airborne remote sensing execution and operations programs.&#xD;&#xD;",
