Link,Sector,Prime Award Type,Prime Funding Agency,Prime Funding Office,Prime Parent Funding Office,Prime Contracting Agency,Prime Parent Contracting Agency,Prime Contracting Agency,Prime Parent Contracting Office,Prime Contracting Office,Prime Contracting Office Address 1,Prime Contracting Office Address 2,Prime Contracting Office City,Prime Contracting Office State,Prime Contracting Office Zip,Prime Contracting Office Phone,Prime Contracting Office Fax,Prime Contracting Office URL,Prime Contracting Office Organization Score,Solicitation ID,Contract ID,Task Order ID,Award Number,Prime Award Date,Prime Response Date,Prime Start Date,Prime End Date,Prime Awarded Value,Prime Awardee Name,Industry,Sub Industry,Prime Place Of Performance Address 1,Prime Place Of Performance Address 2,Prime Place Of Performance City,Prime Place Of Performance State,Prime Place Of Performance Zip,Prime Place Of Performance Country,NAICS,PSC,NIGP,Prime Set Aside,Contract Vehicle,Prime Pricing Type,Extent Competed,Prime Contacts,Prime Awardee Parent Name,Prime Awardee Name,Prime Awardee Address 1,Prime Awardee Address 2,Prime Awardee City,Prime Awardee State,Prime Awardee Zip,Prime Awardee Phone,Prime Awardee Fax,Prime Awardee URL,Prime Award Description,Subcontractor,Subcontractor Parent,Subcontract Awarded Date,Subcontract Amount,Subcontract ID,Subcontract Description,Subcontract Awardee Contacts
https://analytics.govini.com/details/procurement/754346252280263438/132660181/,U.S. Federal Agency,DCA Definitive Contract,The National Aeronautics and Space Administration (NASA),NASA - Goddard Space Flight Center,NASA Centers,The National Aeronautics and Space Administration (NASA),,The National Aeronautics and Space Administration (NASA),NASA Centers,NASA - Goddard Space Flight Center,8800 Greenbelt Road ,,Greenbelt,MD,20771,,,http://www.nasa.gov/centers/goddard/home/index.html,87,NNH008ZDA009O,,,NNG12PK37C,12/28/2011,,12/28/2011,02/28/2013,140000.0,UNIVERSITY OF ARIZONA,Healthcare & Life Sciences,Health Care Research and Development,888 N EUCLID AVE,,Tucson,AZ,85719,United States,"(541712) Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",(AR92) R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST NO FEE,FULL AND OPEN COMPETITION,,University of Arizona,UNIVERSITY OF ARIZONA,United States,,Tucson,AZ,85721,,,http://www.arizona.edu/,Gal/Xgal U/LDB Spectroscopic/Stratospheric THz Observatory (GUSSTO Phase A),BALL AEROSPACE & TECHNOLOGIES CORP.,Ball Corporation,06/15/2012,25000.0,30939,"Engineering effort to perform a more detailed design study of the GUSSTO flight cryostat, including:  1) a detailed thermal analysis based on University of Arizona-provided load estimates, and 2) a preliminary mechanical design that meets mass/power specifications.",
https://analytics.govini.com/details/procurement/754346252280263438/132660181/,U.S. Federal Agency,DCA Definitive Contract,The National Aeronautics and Space Administration (NASA),NASA - Goddard Space Flight Center,NASA Centers,The National Aeronautics and Space Administration (NASA),,The National Aeronautics and Space Administration (NASA),NASA Centers,NASA - Goddard Space Flight Center,8800 Greenbelt Road ,,Greenbelt,MD,20771,,,http://www.nasa.gov/centers/goddard/home/index.html,87,NNH008ZDA009O,,,NNG12PK37C,12/28/2011,,12/28/2011,02/28/2013,140000.0,UNIVERSITY OF ARIZONA,Healthcare & Life Sciences,Health Care Research and Development,888 N EUCLID AVE,,Tucson,AZ,85719,United States,"(541712) Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",(AR92) R&D- SPACE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST NO FEE,FULL AND OPEN COMPETITION,,University of Arizona,UNIVERSITY OF ARIZONA,United States,,Tucson,AZ,85721,,,http://www.arizona.edu/,Gal/Xgal U/LDB Spectroscopic/Stratospheric THz Observatory (GUSSTO Phase A),ARIZONA STATE UNIVERSITY,Arizona State University,04/20/2012,9994.0,30940,"Over the course of the project, ASU will be responsible for the design and fabrication of the cold optics assembly for GUSSTO, metal micromachining for the 1.4THz, 1.9 THz and 4.7 THz detector and local oscillator units, assistance with integration and test and launch operations, and participation in data analysis and publication. Phase A ASU will produce an initial mechanical design for the GUSSTO cold optics assembly, and analyze this design for manufacturability and mechanical tolerances. The design will be refined to ensure that ASU will be able to manufacture the design within the required tolerances demanded by the optical design. ASU will also work with the detector and local oscillator groups at JPL, University of Arizona and SRON to optimize their designs for manufacturability. ASU will also provide micromachined components for proof-of-concept hardware for GUSSTO detectors and optics as needed for the project.",
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,C R DANIELS INCORPORATED (5440),C R DANIELS INCORPORATED (5440),12/07/2012,124644.79,5701002460,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,F & G Industrial Services,F & G Industrial Services,01/02/2013,30694.33,4500247992,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,TIGHITCO INC.,TIGHITCO INC.,11/02/2012,76802.0,4500238098,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,HAMILTON SUNDSTRAND CORPORATION (3584),UNITED TECHNOLOGIES CORP.,12/17/2012,198537.0,5701002452,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,ELDEC CORPORATION,Eaton Corporation plc,01/03/2013,25435.0,5701002542,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,"SPECTRUM ASSOCIATES, INC.","SPECTRUM ASSOCIATES, INC.",11/20/2012,204652.0,5701002419,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,C R DANIELS INCORPORATED (5440),C R DANIELS INCORPORATED (5440),06/15/2012,29358.24,5500096267,Aircraft Parts and Service,
https://analytics.govini.com/details/procurement/2673242833205447374/118062598/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Army,Program Executive Offices (PEOs),U.S. Army Acquisition Support Center (USAASC),US Department of the Army,,US Department of the Army,ACC Redstone Contracting Center (ACC-RSA),"ACC-RSA Redstone Arsenal, AL", ,,Huntsville,AL,35898,,,http://acc.army.mil/contractingcenters/acc-rsa/,94,W58RGZ10R0010,,,W58RGZ12C0008,06/06/2012,,06/06/2012,12/31/2017,1284346737.0,SIKORSKY AIRCRAFT CORPORATION,Transportation & Roads,Vehicle Manufacturing,6900 MAIN ST,,Stratford,CT,66140,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,FIRM FIXED PRICE,NOT COMPETED,,UNITED TECHNOLOGIES CORP.,SIKORSKY AIRCRAFT CORPORATION,6900 MAIN ST,,Stratford,CT,66140,,,http://www.sikorsky.com/Index,,BETATRONIX INC,BETATRONIX INC,06/21/2012,25068.8,5701001955,Aircraft Parts and Service,
