Link,Sector,Prime Award Type,Prime Funding Agency,Prime Funding Office,Prime Parent Funding Office,Prime Contracting Agency,Prime Parent Contracting Agency,Prime Contracting Agency,Prime Parent Contracting Office,Prime Contracting Office,Prime Contracting Office Address 1,Prime Contracting Office Address 2,Prime Contracting Office City,Prime Contracting Office State,Prime Contracting Office Zip,Prime Contracting Office Phone,Prime Contracting Office Fax,Prime Contracting Office URL,Prime Contracting Office Organization Score,Solicitation ID,Contract ID,Task Order ID,Award Number,Prime Award Date,Prime Response Date,Prime Start Date,Prime End Date,Prime Awarded Value,Prime Awardee Name,Industry,Sub Industry,Prime Place Of Performance Address 1,Prime Place Of Performance Address 2,Prime Place Of Performance City,Prime Place Of Performance State,Prime Place Of Performance Zip,Prime Place Of Performance Country,NAICS,PSC,NIGP,Prime Set Aside,Contract Vehicle,Prime Pricing Type,Extent Competed,Prime Contacts,Prime Awardee Parent Name,Prime Awardee Name,Prime Awardee Address 1,Prime Awardee Address 2,Prime Awardee City,Prime Awardee State,Prime Awardee Zip,Prime Awardee Phone,Prime Awardee Fax,Prime Awardee URL,Prime Award Description,Subcontractor,Subcontractor Parent,Subcontract Awarded Date,Subcontract Amount,Subcontract ID,Subcontract Description,Subcontract Awardee Contacts
https://analytics.govini.com/details/procurement/1605228285462126562/277567305/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),USSOCOM Headquarters Directorate of Procurement,USSORDAC Contracting Offices,US Department of Defense (DOD),,US Department of Defense (DOD),USSORDAC Contracting Offices,USSOCOM Headquarters Directorate of Procurement,"HQ, US Special Operations Command 7710 Tampa Point Boulevard",,Tampa,FL,33621,,,http://www.socom.mil/sordac/Pages/ContractingOffices.aspx,92,H9222211R0002,H9222212D0005,41,,12/21/2015,,12/21/2015,12/20/2016,515088.0,,Transportation & Roads,Vehicle Manufacturing,5000 E MCDOWELL RD,,Mesa,AZ,85215,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,COST PLUS FIXED FEE,NOT COMPETED,,,,,,,,,,,,,SCHIEBEL AIRCRAFT GMBH,SCHIEBEL AIRCRAFT GMBH,02/23/2016,56701.58,1202462,TECHNOLOGY,
https://analytics.govini.com/details/procurement/1605228285462126562/277567305/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),USSOCOM Headquarters Directorate of Procurement,USSORDAC Contracting Offices,US Department of Defense (DOD),,US Department of Defense (DOD),USSORDAC Contracting Offices,USSOCOM Headquarters Directorate of Procurement,"HQ, US Special Operations Command 7710 Tampa Point Boulevard",,Tampa,FL,33621,,,http://www.socom.mil/sordac/Pages/ContractingOffices.aspx,92,H9222211R0002,H9222212D0005,41,,12/21/2015,,12/21/2015,12/20/2016,515088.0,,Transportation & Roads,Vehicle Manufacturing,5000 E MCDOWELL RD,,Mesa,AZ,85215,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,COST PLUS FIXED FEE,NOT COMPETED,,,,,,,,,,,,,SCHIEBEL AIRCRAFT GMBH,SCHIEBEL AIRCRAFT GMBH,02/26/2016,68300.44,1076681,TECHNOLOGY,
https://analytics.govini.com/details/procurement/1605228285462126562/277567305/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),USSOCOM Headquarters Directorate of Procurement,USSORDAC Contracting Offices,US Department of Defense (DOD),,US Department of Defense (DOD),USSORDAC Contracting Offices,USSOCOM Headquarters Directorate of Procurement,"HQ, US Special Operations Command 7710 Tampa Point Boulevard",,Tampa,FL,33621,,,http://www.socom.mil/sordac/Pages/ContractingOffices.aspx,92,H9222211R0002,H9222212D0005,41,,12/21/2015,,12/21/2015,12/20/2016,515088.0,,Transportation & Roads,Vehicle Manufacturing,5000 E MCDOWELL RD,,Mesa,AZ,85215,United States,(336411) Aircraft Manufacturing,"(1520) AIRCRAFT, ROTARY WING",,,,COST PLUS FIXED FEE,NOT COMPETED,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,06/28/2016,37394.83,1204986,Technology,
https://analytics.govini.com/details/procurement/4674742754228434057/260946735/,U.S. Federal Agency,DO Delivery Order,US Department of Defense (DOD),Special Operations Forces (SOF) Support Activity,USSORDAC Contracting Offices,US Department of Defense (DOD),,US Department of Defense (DOD),USSORDAC Contracting Offices,Special Operations Forces (SOF) Support Activity,Bluegrass Station Small Business Office PO Box 14063,,Lexington,KY,40512,,,http://www.socom.mil/sordac/Pages/ContractingOffices.aspx,94,H9225408R0001,H9225409D0001,1265,,07/01/2015,,06/03/2015,12/10/2015,5366880.0,,Business & Financial Services,Other Services (except Public Administration),5749 BRIAR HILL RD,,Fort Walton Beach,FL,32548,United States,(561990) All Other Support Services,(R703) SUPPORT- MANAGEMENT: ACCOUNTING,,,,FIRM FIXED PRICE,FULL AND OPEN COMPETITION,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,08/20/2015,4819470.0,305NP5,"TURRET, OPTICAL RECONNAISSANCE, CAGE:3AC24, INCLUDES STANDS &#xD;AND SHIPPING CASES&#xD;EST Completion Date 1/23/2016",
https://analytics.govini.com/details/procurement/5700230661003096256/269077124/,U.S. Federal Agency,DO Delivery Order,US Department of the Army,US Department of the Army,US Department of Defense (DOD),US Department of the Army,,US Department of the Army,Army Contracting Command (ACC) (includes former ACC-National Capital Region),ACC Contracting Centers,Wells Road Building 3334A,,Huntsville,AL,35898,,,http://www.acc.army.mil/,91,,W56KGY15D0007,6,,08/24/2015,,08/24/2015,12/31/2015,286132.0,,IT & Telecommunication,Technology Manufacturing,Wells Road Building 3334A,,Huntsville,AL,35898,United States,"(334511) Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",(5895) MISCELLANEOUS COMMUNICATION EQUIPMENT,,,,FIRM FIXED PRICE,NOT COMPETED,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,08/24/2015,286132.0,103270.106,MX Sensor Systems Spare Parts,
https://analytics.govini.com/details/procurement/4475563390183409869/124861011/,U.S. Federal Agency,DCA Definitive Contract,US Department of the Air Force,US Department of the Air Force,US Department of Defense (DOD),US Department of the Air Force,,US Department of the Air Force,"Air Force Materiel Command (includes former AESW, former 311th Air Base Group)",Air Force Research Laboratory (AFRL), ,,Dayton,OH,45433,,,http://www.wpafb.af.mil/afrl/,91,,,,FA865012C1480,09/14/2012,,09/14/2012,06/14/2013,348066.0,SYSTEMS & TECHNOLOGY RESEARCH LLC,Healthcare & Life Sciences,Health Care Research and Development,"400 WEST CUMMINGS PARK, SUITE 5850",,Woburn,MA,18010,United States,"(541712) Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)",(AC62) R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),,,,COST PLUS FIXED FEE,FULL AND OPEN COMPETITION,,SYSTEMS & TECHNOLOGY RESEARCH LLC,SYSTEMS & TECHNOLOGY RESEARCH LLC,"400 WEST CUMMINGS PARK, SUITE 5850",,Woburn,MA,18010,,,http://www.stresearch.com/Pages/default.aspx,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,11/15/2012,77144.0,2012-1014,See Subcontractors Statement of Work,
https://analytics.govini.com/details/procurement/7825102655635315312/174722160/,U.S. Federal Agency,DO Delivery Order,US Department of the Navy,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,,US Department of the Navy,US Department of Defense (DOD),US Department of the Navy,1200 Navy Pentagon ,,Washington,DC,20350,,,http://www.navy.mil/,96,,N0038314D011F,7003,,02/09/2015,,02/09/2015,06/06/2016,1140376.0,,Transportation & Roads,Vehicle Manufacturing,1200 Navy Pentagon ,,Washington,DC,20350,United States,(336413) Other Aircraft Parts and Auxiliary Equipment Manufacturing,(5895) MISCELLANEOUS COMMUNICATION EQUIPMENT,,,,FIRM FIXED PRICE,NOT COMPETED,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,02/09/2015,1140376.0,102770.103,"P8 POD, AIRCRAFT - REPAIR",
https://analytics.govini.com/details/procurement/2101518290413024061/145409643/,U.S. Federal Agency,DO Delivery Order,US Department of the Navy,NSWC Crane Division,NAVSEA Surface War Centers (NSWC),US Department of the Navy,,US Department of the Navy,NAVSEA Surface War Centers (NSWC),NSWC Crane Division,300 Highway 361 ,,Crane,IN,47522,,,http://www.navsea.navy.mil/nswc/crane/default.aspx,96,N0016413RJQ20,N0016413DJQ20,3,,02/12/2014,,02/12/2014,02/11/2016,97560.0,,IT & Telecommunication,Technology Manufacturing,300 Highway 361 ,,Crane,IN,47522,United States,"(334511) Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","(5855) NIGHT VISION EQUIPMENT, EMITTED AND REFLECTED RADIATION",,,,FIRM FIXED PRICE,NOT COMPETED,,,,,,,,,,,,MX-20 Engineering Services,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,09/24/2014,265600.0,102649.103,MX-20 Engineering Services,
https://analytics.govini.com/details/procurement/5700230661003096256/270050968/,U.S. Federal Agency,DO Delivery Order,US Department of the Army,US Department of the Army,US Department of Defense (DOD),US Department of the Army,,US Department of the Army,Army Contracting Command (ACC) (includes former ACC-National Capital Region),ACC Contracting Centers,Wells Road Building 3334A,,Huntsville,AL,35898,,,http://www.acc.army.mil/,91,,W56KGY15D0007,7,,08/28/2015,,08/28/2015,12/01/2015,1752007.0,,IT & Telecommunication,Technology Manufacturing,Wells Road Building 3334A,,Huntsville,AL,35898,United States,"(334511) Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","(J058) MAINT/REPAIR/REBUILD OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",,,,FIRM FIXED PRICE,NOT COMPETED,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,08/28/2015,1752007.0,103270.107,MX-20 &amp; MX-25 Repair Services,
https://analytics.govini.com/details/procurement/2557895582720911206/145408570/,U.S. Federal Agency,DO Delivery Order,US Department of the Navy,NAWC Aircraft Division - Lakehurst,NAVAIR Naval Air Warfare Centers (NAWC),US Department of the Navy,,US Department of the Navy,NAVAIR Naval Air Warfare Centers (NAWC),NAWC Aircraft Division - Lakehurst,Joint Base McGuire-Dix-Lakehurst Route 547,,Lakehurst,NJ,87330,,,http://www.navair.navy.mil/lakehurst/nlweb/,92,N6833513R0213,N6833514D0012,1,,02/18/2014,,02/18/2014,06/24/2016,14215084.0,,IT & Telecommunication,Technology Manufacturing,Joint Base McGuire-Dix-Lakehurst Route 547,,Lakehurst,NJ,87330,United States,"(334511) Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",(5850) VISIBLE AND INVISIBLE LIGHT COMMUNICATION EQUIPMENT,,,,FIRM FIXED PRICE,NOT COMPETED,,,,,,,,,,,,,WESCAM INCORPORATED (5243),L-3 Communications Holdings Inc.,02/18/2014,14215084.0,102737.101,MX-20HD System,
